HIT,SONG,ARTIST,PEAK_POSITION,FIRST_WEEK,WEEKS_ON_CHART,SONG_DISPLAY,ARTIST_DISPLAY,DEBUT_RANK,DANCEABILITY,ENERGY,LOUDNESS,VALENCE,TEMPO,ACOUSTICNESS,SPEECHINESS,INSTRUMENTALNESS,LIVENESS,SPOTIFY_GENRE,TRACK_NAME,TRACK_ARTIST,PLAYLIST_GENRE,PLAYLIST_SUBGENRE,SPOTIFY_POPULARITY,DURATION,GENRE,SENTIMENT_POLARITY,SENTIMENT_SUBJECTIVITY,MENTIONS
0,danny boy,andy williams,64,10/28/61,6,Danny Boy,Andy Williams,86,0.228,0.232,-14.003,0.103,137.577,0.903,0.0329,0.00236,0.113,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",,,,,34,175200,adult standards,0.2428034090909091,0.24156818181818182,39388
1,danny boy,conway twitty,10,9/26/59,18,Danny Boy,Conway Twitty,75,0.453,0.572,-6.583,0.783,173.509,0.936,0.131,3.66e-06,0.122,"['arkansas country', 'country', 'country rock']",,,,,18,164973,arkansas country,-0.088108108,0.2188108108108108,12516
0,danny boy,jackie wilson,94,2/27/65,3,Danny Boy,Jackie Wilson,95,0.292,0.322,-8.13,0.179,82.316,0.929,0.0271,0.000169,0.162,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",,,,,19,258440,adult standards,0.054071875000000005,0.29825,20237
0,danny boy,patti labelle and the blue belles,76,12/19/64,4,Danny Boy,Patti LaBelle And The Blue Belles,97,,,,,,,,,,,,,,,,,,0.1897,0.10953333333333333,7643
0,danny boy,ray price,60,3/25/67,8,Danny Boy,Ray Price,83,0.311,0.0903,-18.855,0.198,68.188,0.936,0.0314,0.00252,0.167,"['country', 'honky tonk', 'nashville sound', 'traditional country']",,,,,18,299733,country,0.12310555555555555,0.21405555555555555,5519
0,danny boy,sil austin,59,5/30/59,12,Danny Boy,Sil Austin,73,0.253,0.365,-11.87,0.38,68.646,0.383,0.029,0.891,0.127,[],,,,,8,171760,,-0.5267,0.32699999999999996,42
1,dannys song,anne murray,7,1/6/73,18,Danny's Song,Anne Murray,83,0.512,0.379,-12.251,0.522,144.687,0.418,0.0299,1.09e-05,0.0967,"['adult standards', 'bubblegum pop', 'canadian country', 'canadian pop', 'folk', 'mellow gold', 'soft rock']",,,,,48,188293,adult standards,0.12224318181818182,0.21945454545454546,14627
0,dannys song,the swon brothers,66,6/29/13,2,Danny's Song,The Swon Brothers,66,,,,,,,,,,"['contemporary country', 'country pop', 'oklahoma country']",,,,,,,contemporary country,0.28647999999999996,0.2202,2134
0,danza kuduro,don omar lucenzo,82,5/21/11,5,Danza Kuduro,Don Omar & Lucenzo,82,0.4,0.915,-4.89,0.878,88.917,0.0846,0.28,0,0.0503,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Danza Kuduro,Don Omar,pop,post-teen pop,75,198773,pop,0,0,657
0,dare,gorillaz featuring shaun ryder,87,1/7/06,5,Dare,Gorillaz Featuring Shaun Ryder,97,0.76,0.891,-5.852,0.966,120.265,0.0226,0.0372,0.0868,0.298,"['alternative hip hop', 'art pop']",,,,,73,244999,alternative hip hop,0.37643333333333334,0.167,2490
0,dare,shakira,53,6/7/14,11,Dare (La La La),Shakira,95,0.792,0.73,-5.376,0.616,128.029,0.0623,0.0698,2.66e-05,0.089,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",,,,,56,186506,colombian pop,0.075623333,0.19423333333333334,18427
0,dare me,the pointer sisters,11,7/13/85,18,Dare Me,The Pointer Sisters,62,0.713,0.922,-5.265,0.946,109.585,0.0751,0.0873,3.66e-06,0.228,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']",,,,,34,259120,dance pop,0.098470588,0.25894117647058823,20444
0,dare to fall in love,brent bourgeois,32,4/28/90,13,Dare To Fall In Love,Brent Bourgeois,75,,,,,,,,,,[],,,,,,,,0.628,0.391,876
0,dare you to move,switchfoot,17,10/2/04,20,Dare You To Move,Switchfoot,64,0.426,0.881,-4.526,0.259,139.986,0.00573,0.0404,0.0693,0.389,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'post-grunge', 'worship']",,,,,58,247893,ccm,0.021485714,0.095428571,3699
0,dark fantasy,kanye west featuring teyana taylor nicki minaj bon iver,60,12/11/10,1,Dark Fantasy,"Kanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver",60,0.59,0.587,-5.919,0.367,88.015,0.274,0.0457,0,0.167,"['chicago rap', 'rap']",,,,,69,280786,chicago rap,-0.041028571,0.2187142857142857,5235
0,dark horse,george harrison,15,11/23/74,10,Dark Horse,George Harrison,69,0.625,0.683,-12.494,0.722,95.628,0.0955,0.0455,0.000418,0.305,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",,,,,46,233720,album rock,0.19232790697674418,0.2982558139534884,23828
1,dark horse,katy perry featuring juicy j,1,10/5/13,57,Dark Horse,Katy Perry Featuring Juicy J,17,0.645,0.585,-6.122,0.353,131.931,0.00314,0.0513,0,0.165,"['dance pop', 'pop', 'post-teen pop']",Dark Horse,Katy Perry,pop,post-teen pop,77,215672,pop,0.2996714285714286,0.20971428571428571,5460
0,dark knight dummo,trippie redd featuring travis scott,72,12/30/17,6,Dark Knight Dummo,Trippie Redd Featuring Travis Scott,72,0.379,0.824,-2.881,0.226,121.056,0.15,0.0975,0,0.138,"['melodic rap', 'rap', 'trap']",,,,,72,256162,melodic rap,0.8007,0.395,909
1,dark lady,cher,1,1/19/74,16,Dark Lady,Cher,82,0.527,0.405,-14.534,0.439,146.721,0.49,0.0385,0,0.0936,"['dance pop', 'hollywood', 'new wave pop', 'pop']",,,,,44,209200,dance pop,0.048630435,0.2709130434782609,32141
0,dark necessities,red hot chili peppers,67,7/9/16,2,Dark Necessities,Red Hot Chili Peppers,67,0.7,0.742,-6.777,0.197,91.959,0.0722,0.0716,0.0199,0.11,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",Dark Necessities,Red Hot Chili Peppers,rock,permanent wave,74,302000,rock,0.073997619,0.19940476190476192,30943
0,dark queen,lil uzi vert,91,9/16/17,2,Dark Queen,Lil Uzi Vert,92,0.747,0.606,-5.286,0.2,155.055,0.222,0.172,0,0.281,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",,,,,73,173419,melodic rap,0.18135035460992907,0.23212765957446807,97303
0,dark side,kelly clarkson,42,7/7/12,15,Dark Side,Kelly Clarkson,93,0.559,0.86,-4.04,0.292,118.969,0.0991,0.05,0,0.292,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",,,,,49,224506,dance pop,0.18956376811594203,0.2306231884057971,42010
0,dark side of the moon,lil wayne featuring nicki minaj,26,10/13/18,1,Dark Side Of The Moon,Lil Wayne Featuring Nicki Minaj,26,0.603,0.457,-5.384,0.458,73.724,0.525,0.297,0,0.0905,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",,,,,60,242972,hip hop,-0.03075,0.19033333333333333,3393
0,dark times,the weeknd featuring ed sheeran,91,9/19/15,3,Dark Times,The Weeknd Featuring Ed Sheeran,93,0.501,0.403,-9.607,0.27,132.608,0.114,0.0752,1.1e-05,0.124,"['canadian contemporary r&b', 'canadian pop', 'pop']",Dark Times,The Weeknd,r&b,urban contemporary,69,260640,r&b,-0.180766667,0.11099999999999999,1687
0,darkest street in town,jimmy clanton,77,1/5/63,4,Darkest Street In Town,Jimmy Clanton,86,0.502,0.832,-7.354,0.975,147.778,0.417,0.0394,0,0.0897,"['brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'swamp pop']",,,,,3,139760,brill building pop,0.030800000000000004,0.24973333333333336,3229
0,darkness,eminem,28,2/1/20,2,Darkness,Eminem,28,0.671,0.623,-7.161,0.195,75.055,0.00998,0.308,7.55e-06,0.643,"['detroit hip hop', 'hip hop', 'rap']",Darkness,Eminem,rap,hip hop,75,337147,rap,0.1601404580152672,0.26928244274809165,86484
0,darkness darkness,the youngbloods,86,5/2/70,4,"Darkness, Darkness",The Youngbloods,93,0.375,0.26,-16.294,0.54,95.18,0.41,0.0269,0.218,0.125,"['bubblegum pop', 'country rock', 'folk rock', 'psychedelic rock', 'roots rock', 'traditional folk']",,,,,32,226951,bubblegum pop,-0.24272,0.40119999999999995,1271
0,darlin,frank stallone,81,5/5/84,4,Darlin',Frank Stallone,89,0.785,0.681,-13.162,0.97,122.951,0.151,0.0348,4.72e-05,0.0737,['yacht rock'],,,,,10,202840,yacht rock,0.014719999999999988,0.21980000000000005,1523
0,darlin,paul davis,51,5/20/78,6,Darlin',Paul Davis Feat. Susan Collins,82,0.517,0.658,-7.364,0.937,122.765,0.421,0.0379,0,0.248,"['album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",,,,,15,180400,album rock,-0.034238095,0.30785714285714283,4530
0,darlin,the beach boys,19,12/23/67,9,Darlin',The Beach Boys,82,0.63,0.661,-7.465,0.953,126.975,0.00533,0.0263,1.45e-05,0.162,"['baroque pop', 'brill building pop', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",,,,,55,134560,baroque pop,0.20333898305084747,0.22156779661016948,58479
0,darlin,yipes,68,8/2/80,5,Darlin',Yipes!!,89,,,,,,,,,,[],,,,,,,,0.6351,0.31699999999999995,557
0,darlin danielle dont,henry lee summer,57,5/28/88,8,Darlin' Danielle Don't,Henry Lee Summer,85,0.342,0.487,-11.273,0.368,108.603,0.0816,0.0275,0,0.0786,"['album rock', 'heartland rock']",,,,,16,242826,album rock,-0.009166667,0.2811666666666667,1724
0,darlin darlin baby,the ojays,72,1/22/77,4,"Darlin' Darlin' Baby (Sweet, Tender, Love)",The O'Jays,80,0.668,0.739,-6.906,0.662,107.942,0.454,0.0391,0,0.111,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",,,,,46,256240,classic soul,0.1759457627118644,0.25869491525423727,24483
0,darlin dont go,sundance head,67,12/31/16,1,Darlin' Don't Go,Sundance Head,67,0.683,0.324,-9.735,0.324,117.746,0.202,0.0331,0.000132,0.11,['texas country'],,,,,33,263013,texas country,-0.056166667,0.34900000000000003,1239
0,darlin i,vanessa williams,88,6/3/89,4,Darlin' I,Vanessa Williams,97,0.511,0.363,-14.217,0.163,129.883,0.253,0.034,0.0012,0.0775,"['quiet storm', 'urban contemporary']",,,,,22,252666,quiet storm,0.080938095,0.21857142857142856,7999
0,darling baby,the elgins,72,3/19/66,8,Darling Baby,The Elgins,92,0.574,0.53,-10.111,0.83,112.629,0.419,0.0262,0,0.241,"['classic soul', 'motown', 'soul']",,,,,49,156106,classic soul,0.24556,0.24559999999999998,1469
0,darling be home soon,bobby darin,93,7/29/67,2,Darling Be Home Soon,Bobby Darin,93,,,,,,,,,,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",,,,,,,adult standards,0.13411084337349397,0.22687951807228915,32091
0,darling be home soon,the lovin spoonful,15,2/11/67,8,Darling Be Home Soon,The Lovin' Spoonful,84,0.42,0.43,-8.944,0.337,97.196,0.0224,0.0244,0.248,0.12,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'soft rock', 'traditional folk']",,,,,38,214213,brill building pop,0.1121969696969697,0.19996969696969696,14903
0,darling come back home,eddie kendricks,67,7/14/73,5,Darling Come Back Home,Eddie Kendricks,88,0.562,0.594,-13.518,0.816,83.523,0.0854,0.0535,1.08e-05,0.0798,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul']",,,,,15,253266,classic soul,0.089280952,0.2607142857142857,6343
0,darling dear,smokey robinson the miracles,100,5/2/70,1,Darling Dear,Smokey Robinson & The Miracles,100,0.48,0.53,-10.837,0.872,151.886,0.301,0.029,0.000103,0.186,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,8,196706,classic soul,0.063132258,0.2623870967741936,8301
0,darling i love you,al martino,63,9/26/59,6,"Darling, I Love You",Al Martino,70,0.37,0.328,-12.869,0.246,87.582,0.666,0.0279,0.0649,0.125,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",,,,,24,180533,adult standards,0.13738679245283017,0.3102264150943396,18818
0,darling lorraine,the knockouts,46,12/26/59,11,Darling Lorraine,The Knockouts,100,0.531,0.298,-12.216,0.539,107.521,0.876,0.0265,0.000447,0.139,['yacht rock'],,,,,17,121443,yacht rock,-0.0772,0.53,189
0,darling take me back,lenny welch,72,6/26/65,6,Darling Take Me Back,Lenny Welch,87,,,,,,,,,,[],,,,,,,,0.237325,0.25916666666666666,3880
0,darte un beso,prince royce,78,9/7/13,12,Darte Un Beso,Prince Royce,78,0.757,0.711,-4.643,0.817,139.962,0.36,0.0349,0,0.121,"['bachata', 'latin', 'latin pop', 'reggaeton', 'tropical']",Darte un Beso,Prince Royce,latin,latin pop,70,206933,latin,-0.1624,0.07025,2801
0,dashboard,modest mouse,61,2/17/07,6,Dashboard,Modest Mouse,61,0.639,0.903,-5.013,0.96,135.938,0.00963,0.0371,7.06e-05,0.174,"['alternative rock', 'garage rock', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'washington indie']",,,,,63,246173,alternative rock,0.4049,0.282,4429
0,daughter,the blenders,61,7/6/63,8,Daughter,The Blenders,88,0.705,0.658,-9.072,0.931,126.008,0.819,0.0577,0,0.0955,"['a cappella', 'barbershop']",,,,,5,130400,a cappella,-0.5423,0.368,10
0,daughter of darkness,tom jones,13,5/2/70,9,Daughter Of Darkness,Tom Jones,49,0.439,0.567,-7.559,0.402,119.882,0.113,0.03,0.000119,0.116,"['adult standards', 'british invasion', 'mellow gold']",,,,,37,197819,adult standards,-0.003863077,0.2464769230769231,27493
0,daughter yellow ledbetter,pearl jam,97,2/3/96,2,Daughter/Yellow Ledbetter,Pearl Jam,97,,,,,,,,,,"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']",,,,,,,alternative rock,0.061464864864864854,0.2220810810810811,21807
0,daughters,john mayer,19,11/6/04,23,Daughters,John Mayer,68,0.674,0.413,-7.816,0.503,124.895,0.837,0.0274,1.91e-05,0.098,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",Daughters,John Mayer,r&b,urban contemporary,68,237907,r&b,0.15047450980392157,0.2690196078431373,34951
1,dawn,the 4 seasons,3,2/1/64,13,Dawn (Go Away),The 4 Seasons,75,0.63,0.598,-6.057,0.851,133.756,0.509,0.0355,1.39e-06,0.0802,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",,,,,39,167760,adult standards,0.093573333,0.23313333333333333,20245
0,dawn,the david rockingham trio,62,11/9/63,8,Dawn,The David Rockingham Trio,86,,,,,,,,,,,,,,,,,,0,0,538
1,day after day,badfinger,4,12/4/71,14,Day After Day,Badfinger,74,0.397,0.687,-7.11,0.385,101.822,0.109,0.0311,0.000739,0.112,"['album rock', 'art rock', 'blues rock', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'jangle pop', 'mellow gold', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock']",,,,,53,191053,album rock,0.128425,0.20341666666666666,5546
0,day after day,shango,57,3/1/69,7,Day After Day (It's Slippin' Away),Shango,97,,,,,,,,,,[],,,,,,,,0.5719,0.27,552
0,day and night,the wackers,65,11/18/72,5,Day And Night,The Wackers,85,0.674,0.738,-10.158,0.964,165.228,0.323,0.0697,6.17e-06,0.103,[],,,,,0,186253,,-0.2173,0.121,983
0,day by day,godspell,13,5/20/72,14,Day By Day,Godspell,90,0.453,0.757,-8.967,0.576,135.716,0.0641,0.0622,0.0346,0.8,[],,,,,13,84813,,-0.296,0.30600000000000005,10
0,day by day,hooters,18,12/14/85,18,Day By Day,Hooters,85,0.445,0.951,-4.997,0.608,147.641,0.0193,0.063,0,0.076,"['album rock', 'mellow gold', 'philly indie', 'soft rock']",,,,,33,200434,album rock,-0.004327273,0.14722727272727273,10114
0,day by day,the continental 4,84,6/19/71,5,Day By Day (Every Minute of The Hour),The Continental 4,98,,,,,,,,,,[],,,,,,,,0,0,1094
1,day dreaming,aretha franklin,5,3/18/72,12,Day Dreaming,Aretha Franklin,58,0.463,0.273,-15.364,0.293,146.426,0.907,0.074,0.000367,0.101,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",,,,,56,239960,classic soul,0.048922603,0.23987671232876712,63473
0,day drinking,little big town,40,6/21/14,20,Day Drinking,Little Big Town,87,0.591,0.959,-2.515,0.86,163.883,0.103,0.057,0,0.779,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",,,,,57,178840,contemporary country,0.090475,0.23325,20160
0,day for decision,johnny sea,35,6/11/66,6,Day For Decision,Johnny Sea,78,0.373,0.37,-12.613,0.5,74.618,0.858,0.0716,1.95e-05,0.36,[],,,,,3,344533,,0.5719,0.31599999999999995,10
0,day in day out,david bowie,21,4/4/87,12,Day-In Day-Out,David Bowie,72,,,,,,,,,,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",,,,,,,album rock,0.25264754098360653,0.26534426229508196,34338
0,day is done,brooklyn bridge,98,10/3/70,2,Day Is Done,Brooklyn Bridge,98,,,,,,,,,,[],,,,,,,,0.13565714285714287,0.2967142857142857,2100
0,day is done,peter paul mary,21,4/26/69,10,Day Is Done,"Peter, Paul & Mary",83,0.391,0.392,-11.881,0.682,116.494,0.642,0.0343,0,0.133,"['a cappella', 'viral pop']",,,,,29,202973,a cappella,0.15316153846153846,0.20573076923076924,10708
1,day n nite,kid cudi,3,1/31/09,27,Day 'N' Nite,Kid Cudi,88,0.878,0.446,-6.362,0.805,138.035,0.503,0.0635,6.32e-06,0.117,"['hip hop', 'pop rap', 'rap']",Day 'N' Nite,Kid Cudi,pop,post-teen pop,50,162387,pop,0.10612162162162161,0.271027027,23023
0,day night,isyss featuring jadakiss,98,6/8/02,4,Day + Night,Isyss Featuring Jadakiss,99,0.774,0.75,-7.499,0.809,95.941,0.13,0.0979,0,0.498,"['hip pop', 'r&b']",,,,,29,229466,hip pop,0.6932,0.267,234
0,day tripper,anne murray,59,12/21/74,6,Day Tripper,Anne Murray,86,0.793,0.783,-9.462,0.939,130.477,0.121,0.062,0.00112,0.103,"['adult standards', 'bubblegum pop', 'canadian country', 'canadian pop', 'folk', 'mellow gold', 'soft rock']",,,,,4,173200,adult standards,0.12224318181818182,0.21945454545454546,14627
0,day tripper,ramsey lewis,74,12/24/66,4,Day Tripper,Ramsey Lewis,80,0.693,0.769,-10.942,0.96,140.123,0.361,0.0281,0.103,0.0533,['soul jazz'],,,,,18,191440,soul jazz,0.2566,0.17469230769230767,2625
1,day tripper,the beatles,5,12/18/65,10,Day Tripper,The Beatles,56,0.665,0.782,-8.438,0.731,137.453,0.12,0.0307,4.19e-06,0.125,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",,,,,66,169000,british invasion,0.16981256038647344,0.23904830917874395,126291
0,day tripper,the vontastics,100,9/3/66,1,Day Tripper,The Vontastics,100,,,,,,,,,,['deep northern soul'],,,,,,,deep northern soul,-0.03816,0.1268,2988
0,daybreak,barry manilow,23,10/1/77,10,Daybreak,Barry Manilow,82,0.518,0.702,-7.672,0.692,111.388,0.208,0.0281,2.31e-05,0.179,"['adult standards', 'bubblegum pop', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']",,,,,33,185773,adult standards,0.03872807,0.2518421052631579,26249
0,daybreak,nilsson,39,4/13/74,9,Daybreak,Nilsson,82,0.682,0.719,-11.303,0.965,115.604,0.325,0.0512,0,0.129,"['art rock', 'brill building pop', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",,,,,22,186093,art rock,0.085304348,0.1683913043478261,10204
0,daybreaker,electric light orchestra,87,5/4/74,5,Daybreaker,Electric Light Orchestra,95,0.491,0.625,-11.09,0.365,145.559,0.281,0.0266,0.867,0.205,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",,,,,27,230400,album rock,0.1411909090909091,0.2345909090909091,35174
1,daydream,the lovin spoonful,2,2/26/66,12,Daydream,The Lovin' Spoonful,76,0.822,0.332,-11.369,0.834,110.802,0.834,0.0506,0,0.11,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'soft rock', 'traditional folk']",,,,,55,139093,brill building pop,0.1121969696969697,0.19996969696969696,14903
0,daydream believer,anne murray,12,12/22/79,17,Daydream Believer,Anne Murray,67,0.592,0.538,-8.292,0.579,126.506,0.0171,0.0256,2.8e-05,0.101,"['adult standards', 'bubblegum pop', 'canadian country', 'canadian pop', 'folk', 'mellow gold', 'soft rock']",,,,,38,149293,adult standards,0.12224318181818182,0.21945454545454546,14627
1,daydream believer,the monkees,1,11/18/67,16,Daydream Believer,The Monkees,33,0.51,0.488,-10.304,0.649,125.683,0.256,0.0304,0,0.11,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",,,,,70,179613,brill building pop,0.13929210526315788,0.19292105263157894,18102
0,daydreamer,c c company,91,1/3/76,8,Daydreamer,C.C. & Company,100,,,,,,,,,,"['dutch pop', 'eurodance', 'europop', 'italian disco']",,,,,,,dutch pop,0.11333333333333334,0.125,1265
1,daydreamin,tatyana ali,6,8/8/98,17,Daydreamin',Tatyana Ali,20,0.882,0.57,-7.565,0.815,96.785,0.0886,0.0832,6.54e-06,0.0932,[],,,,,41,300133,,0,0,254
0,daydreams,johnny crawford,70,6/10/61,4,Daydreams,Johnny Crawford,88,0.727,0.352,-13.001,0.695,110.151,0.899,0.0289,0.0011,0.0839,['deep adult standards'],,,,,5,126706,deep adult standards,0.17373999999999998,0.3001,2826
1,daylight,maroon 5,7,12/22/12,25,Daylight,Maroon 5,77,0.657,0.679,-5.511,0.331,120.007,0.00246,0.0269,0,0.211,"['pop', 'pop rock']",Daylight,Maroon 5,latin,latin hip hop,58,225307,latin,0.20203766233766235,0.2663376623376623,50336
0,daylight,matt and kim,95,6/27/09,2,Daylight,Matt And Kim,95,0.363,0.802,-4.881,0.65,101.31,0.0976,0.0394,0.000356,0.167,"['brooklyn indie', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern rock', 'pop rock', 'shimmer pop', 'stomp and holler']",Daylight,Matt and Kim,pop,indie poptimism,65,171333,pop,-0.098666667,0.14100000000000001,2105
0,daylight,taylor swift,89,9/7/19,1,Daylight,Taylor Swift,89,0.557,0.496,-9.602,0.265,149.983,0.808,0.0563,0.000173,0.0772,"['dance pop', 'pop', 'post-teen pop']",,,,,72,293453,dance pop,0.2634203804347826,0.3289782608695652,236713
0,daylight,vicki sue robinson,63,10/2/76,7,Daylight,Vicki Sue Robinson,90,0.634,0.95,-4.687,0.793,119.178,0.341,0.109,6.65e-06,0.399,['disco'],,,,,11,447680,disco,0.11088571428571428,0.1731428571428571,2293
0,daylight and darkness,smokey robinson,75,6/10/78,8,Daylight And Darkness,Smokey Robinson,92,0.649,0.47,-8.716,0.649,87.111,0.382,0.0232,8.22e-05,0.0818,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,32,240480,classic soul,0.064164103,0.22566666666666668,12881
0,daylight savin time,keith,79,6/17/67,4,Daylight Savin' Time,Keith,90,0.534,0.548,-8.851,0.435,138.921,0.42,0.0371,0,0.129,"['australian country', 'contemporary country', 'country', 'country road']",,,,,4,173360,australian country,-0.18598,0.1456,1122
0,days are numbers,the alan parsons project,71,4/27/85,5,Days Are Numbers (The Traveller),The Alan Parsons Project,90,0.594,0.52,-13.177,0.492,82.029,0.572,0.0313,1.99e-06,0.0719,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",,,,,26,266840,album rock,0.053506451612903225,0.1855161290322581,15242
0,days go by,dirty vegas,14,5/11/02,20,Days Go By,Dirty Vegas,84,0.786,0.853,-8.274,0.309,126.99,0.0499,0.0688,0.0872,0.35,"['big beat', 'disco house']",,,,,50,432146,big beat,0.25335,0.245,1278
0,days go by,keith urban,31,7/24/04,20,Days Go By,Keith Urban,72,0.589,0.892,-3.197,0.76,131.951,0.0633,0.0365,0,0.149,"['australian country', 'contemporary country', 'country', 'country road']",,,,,55,224629,australian country,0.2674340206185567,0.24929896907216492,52192
0,days gone by,poco,80,4/28/84,5,Days Gone By,Poco,90,0.62,0.646,-8.749,0.522,133.866,0.0242,0.0257,7.21e-05,0.104,"['album rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock']",,,,,7,230693,album rock,-0.021659091,0.3034545454545455,7047
0,days gone down,gerry rafferty,17,6/2/79,10,Days Gone Down (Still Got The Light In Your Eyes),Gerry Rafferty,68,0.546,0.563,-12.636,0.518,123.599,0.143,0.04,0.0598,0.0885,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",,,,,36,387640,album rock,0.22458571428571425,0.1924285714285714,12397
0,days in the east,drake,95,8/17/19,1,Days In The East,Drake,95,0.733,0.361,-11.129,0.0361,94.902,0.348,0.135,0.000285,0.0942,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,,,,60,353697,canadian hip hop,0.14747124183006538,0.27122549019607844,192888
0,days like these,asia,64,9/29/90,7,Days Like These,Asia,90,0.609,0.67,-9.484,0.75,118.844,0.08,0.0314,0,0.0857,"['album rock', 'art rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",,,,,25,244626,album rock,0.2720928571428572,0.32628571428571423,5916
0,days of gold,jake owen,83,10/26/13,9,Days Of Gold,Jake Owen,91,0.476,0.991,-3.458,0.453,111.03,0.0446,0.052,0.00574,0.128,"['contemporary country', 'country', 'country road', 'modern country rock']",,,,,45,201373,contemporary country,0.10383962264150945,0.18441509433962264,29999
0,days of wine and roses,andy williams,26,3/16/63,12,Days Of Wine And Roses,Andy Williams,90,0.154,0.185,-14.063,0.15,83.969,0.911,0.0315,0.000267,0.112,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",,,,,38,166106,adult standards,0.2428034090909091,0.24156818181818182,39388
0,days of wine and roses,henry mancini and his orchestra,33,1/26/63,18,Days Of Wine And Roses,Henry Mancini And His Orchestra,82,0.256,0.213,-16.704,0.0377,75.712,0.965,0.0314,0.916,0.106,[],,,,,2,197026,,0.45967575757575757,0.2786666666666667,15359
